data_loss_epoch,data_loss_step,epoch,step,train_loss_epoch,train_loss_step
,0.28954383730888367,0,49,,0.28954383730888367
,0.30836254358291626,0,99,,0.30836254358291626
,0.23130197823047638,0,149,,0.23130197823047638
,0.14379426836967468,0,199,,0.14379426836967468
,0.1251296103000641,0,249,,0.1251296103000641
,0.055014997720718384,0,299,,0.055014997720718384
0.18421252071857452,,0,333,0.18421252071857452,
,0.07573921978473663,1,349,,0.07573921978473663
,0.09427764266729355,1,399,,0.09427764266729355
,0.088800810277462,1,449,,0.088800810277462
,0.060600560158491135,1,499,,0.060600560158491135
,0.0981704443693161,1,549,,0.0981704443693161
,0.07253008335828781,1,599,,0.07253008335828781
,0.03735411912202835,1,649,,0.03735411912202835
0.08460977673530579,,1,667,0.08460977673530579,
,0.0958956852555275,2,699,,0.0958956852555275
,0.10666920244693756,2,749,,0.10666920244693756
,0.1242908388376236,2,799,,0.1242908388376236
,0.08005795627832413,2,849,,0.08005795627832413
,0.09708704799413681,2,899,,0.09708704799413681
,0.11244793236255646,2,949,,0.11244793236255646
,0.054258495569229126,2,999,,0.054258495569229126
0.08283548802137375,,2,1001,0.08283548802137375,
,0.04983382672071457,3,1049,,0.04983382672071457
,0.13013508915901184,3,1099,,0.13013508915901184
,0.05163048952817917,3,1149,,0.05163048952817917
,0.07532882690429688,3,1199,,0.07532882690429688
